payment_date,code,codeLated,amount,amountRetarded,creditId,companyId
lunes,7000000096122408,7000000096122549,108.26,128.26,355748171142735,1
martes,7000000096122747,7000000096122937,119.95,139.95,355748171142750,1
miércoles,7000000096123091,7000000096123281,166.09,186.09,355748171142784,1
jueves,7000000096123570,7000000096123802,102.42,122.42,355748171142818,1
viernes,7000000096123992,7000000096124115,236.21,256.21,355748171142826,1
sábado,7000000096124347,7000000096124644,159.94,179.94,355748171142842,1
domingo,7000000096293571,7000000096293597,198.07,218.07,357429535642961,1
lunes,7000000096124826,7000000096125054,147.63,167.63,355748171142883,1
martes,7000000096125179,7000000096125336,147.63,167.63,355748171142917,1
miércoles,7000000096125518,7000000096125732,159.94,179.94,355748171340941,1
jueves,7000000096125880,7000000096126086,159.94,179.94,355748171343382,1
viernes,7000000096126219,7000000096126409,135.95,155.95,355748171343606,1
sábado,7000000096126581,7000000096126771,159.94,179.94,355748171343648,1
domingo,7000000096127001,7000000096127209,108.26,128.26,355748171343655,1
lunes,7000000096127639,7000000096127894,159.94,179.94,355748171343762,1
martes,7000000096128066,7000000096128272,159.94,179.94,355748171343838,1
miércoles,7000000096128496,7000000096128744,110.72,130.72,355748171343929,1
jueves,7000000096128850,7000000096129015,159.94,179.94,355748171343960,1
viernes,7000000096129163,7000000096129346,121.80,141.80,355748171344117,1
sábado,7000000096129551,7000000096129668,147.63,167.63,355748171344224,1
domingo,7000000096132720,7000000096132977,119.95,139.95,355748171344877,1
lunes,7000000096133157,7000000096133348,119.95,139.95,355748171345007,1
martes,7000000096133546,7000000096133686,110.72,130.72,355748171345429,1
miércoles,7000000096133819,7000000096133926,166.09,186.09,355748171345700,1
jueves,7000000096134049,7000000096134254,147.63,167.63,355748171345825,1
viernes,7000000096134478,7000000096134668,166.09,186.09,355748171345833,1
sábado,7000000096134965,7000000096135186,124.57,144.57,355748171345841,1
domingo,7000000096135335,7000000096135467,121.80,141.80,355748171345866,1
lunes,7000000096135624,7000000096135764,91.35,111.35,355748171346005,1
martes,7000000096135954,7000000096136184,147.63,167.63,355748171348274,1
miércoles,7000000096136358,7000000096136598,108.26,128.26,355748171348324,1
jueves,7000000096136796,7000000096137042,159.94,179.94,355748171348449,1
viernes,7000000096137232,7000000096137299,117.29,137.29,355748171348498,1
sábado,7000000096137414,7000000096137539,159.94,179.94,355748171348514,1
domingo,7000000096137760,7000000096138032,159.94,179.94,355748171348522,1
lunes,7000000096138305,7000000096138529,159.94,179.94,355748171348530,1
martes,7000000096138602,7000000096138784,121.80,141.80,355748171470672,1
miércoles,7000000096138933,7000000096139097,147.63,167.63,355748171470920,1
jueves,7000000096139212,7000000096139329,166.09,186.09,355748171490993,1
viernes,7000000096139543,7000000096139691,121.80,141.80,355748171492445,1
sábado,7000000096139899,7000000096140053,166.09,186.09,355748171492510,1
domingo,7000000096140194,7000000096140301,159.94,179.94,355748172695467,1
lunes,7000000096140640,7000000096140830,119.95,139.95,355748172695673,1
martes,7000000096140970,7000000096141150,117.29,137.29,355748172695731,1
miércoles,7000000096141341,7000000096141465,159.94,179.94,355748172695772,1
jueves,7000000096144352,7000000096144451,147.63,167.63,355748172696333,1
viernes,7000000096144584,7000000096144808,159.94,179.94,355748172696440,1
sábado,7000000096144923,7000000096145102,147.63,167.63,355748172696531,1
domingo,7000000096145292,7000000096145425,117.29,137.29,355748172697067,1
lunes,7000000096145607,7000000096145771,159.94,179.94,355748172697885,1
martes,7000000096145920,7000000096146043,108.26,128.26,355748172698560,1
miércoles,7000000096146191,7000000096146324,147.63,167.63,355748172698990,1
jueves,7000000096146431,7000000096146555,108.26,128.26,355748172699154,1
viernes,7000000096146753,7000000096146951,159.94,179.94,355748172699584,1
sábado,7000000096147066,7000000096147231,147.63,167.63,355748172703410,1
domingo,7000000096147371,7000000096147512,119.95,139.95,355748172703592,1
lunes,7000000096147686,7000000096147843,117.29,137.29,355748172703709,1
martes,7000000096147926,7000000096148064,159.94,179.94,355748172703725,1
miércoles,7000000096148254,7000000096148429,117.29,137.29,355748172703824,1
jueves,7000000096148593,7000000096148775,159.94,179.94,355748172703998,1
viernes,7000000096148957,7000000096149070,159.94,179.94,355748172710522,1
sábado,7000000096301929,7000000096301937,130.72,150.72,357521203001734,1
domingo,7000000096149237,7000000096149401,159.94,179.94,355748172710555,1
lunes,7000000096149609,7000000096149831,119.95,139.95,355748172715455,1
martes,7000000096149948,7000000096150102,117.29,137.29,355748172727542,1
miércoles,7000000096150318,7000000096150508,159.94,179.94,355748172733664,1
jueves,7000000096150615,7000000096150821,159.94,179.94,355748172733995,1
viernes,7000000096150938,7000000096151019,119.95,139.95,355748172734274,1
sábado,7000000096151175,7000000096151308,119.95,139.95,355748172736824,1
domingo,7000000096151480,7000000096151647,117.29,137.29,355748172736840,1
lunes,7000000096151795,7000000096151969,108.26,128.26,355748172736881,1
martes,7000000096154179,7000000096154328,117.29,137.29,355748172736899,1
miércoles,7000000096154534,7000000096154666,117.29,137.29,355748172738390,1
jueves,7000000096154807,7000000096154955,159.94,179.94,355748172738507,1
viernes,7000000096155077,7000000096155200,159.94,179.94,355748172738630,1
sábado,7000000096155291,7000000096155432,119.95,139.95,355748172738655,1
domingo,7000000096155598,7000000096155721,159.94,179.94,355748172738762,1
lunes,7000000096155846,7000000096156000,147.63,167.63,355748172738945,1
martes,7000000096156083,7000000096156281,159.94,179.94,355748172738986,1
miércoles,7000000096156455,7000000096156562,147.63,167.63,355748172739018,1
jueves,7000000096156695,7000000096156828,159.94,179.94,355748172739075,1
viernes,7000000096156927,7000000096157057,117.29,137.29,355748172740065,1
sábado,7000000096157164,7000000096157313,117.29,137.29,355748172740370,1
domingo,7000000096157420,7000000096157511,117.29,137.29,355748172740495,1
lunes,7000000096157644,7000000096157750,147.63,167.63,355748172744299,1
martes,7000000096157982,7000000096158105,147.63,167.63,355748172745049,1
miércoles,7000000096158394,7000000096158550,159.94,179.94,355748174263033,1
jueves,7000000096158691,7000000096158840,108.26,128.26,355748174298799,1
viernes,7000000096158956,7000000096159079,117.29,137.29,355748174299524,1
sábado,7000000096159228,7000000096159293,66.43,86.43,355748174300033,1
domingo,7000000096159376,7000000096159509,265.74,285.74,355748174300058,1
lunes,7000000096159590,7000000096159681,159.94,179.94,355748174982749,1
martes,7000000096159764,7000000096159905,159.94,179.94,355748174983085,1
miércoles,7000000096160069,7000000096160200,159.94,179.94,355748174983739,1
jueves,7000000096160309,7000000096160424,159.94,179.94,355748174992383,1
viernes,7000000096162610,7000000096162701,159.94,179.94,355748174994710,1
sábado,7000000096162842,7000000096162933,108.26,128.26,355748174995808,1
domingo,7000000096163048,7000000096163212,108.26,128.26,355748174997333,1
lunes,7000000096163360,7000000096163469,119.95,139.95,355748174999271,1
martes,7000000096163519,7000000096163741,147.63,167.63,355748174999321,1
miércoles,7000000096163824,7000000096163931,108.26,128.26,355748174999339,1
jueves,7000000096164103,7000000096164228,159.94,179.94,355748174999529,1
viernes,7000000096164327,7000000096164418,108.26,128.26,355748174999560,1
sábado,7000000096164517,7000000096164590,108.26,128.26,355748174999594,1
domingo,7000000096164731,7000000096164897,159.94,179.94,355748174999628,1
lunes,7000000096165043,7000000096165134,110.72,130.72,355748175000061,1
martes,7000000096165274,7000000096165399,71.97,91.97,355748175000640,1
miércoles,7000000096165548,7000000096165688,117.29,137.29,355748175000822,1
jueves,7000000096165803,7000000096165886,159.94,179.94,355748175001531,1
viernes,7000000096165985,7000000096166116,159.94,179.94,355748175045777,1
sábado,7000000096166256,7000000096166355,87.97,107.97,355748175045801,1
domingo,7000000096166439,7000000096166546,108.26,128.26,355748175045819,1
lunes,7000000096166595,7000000096166702,159.94,179.94,355748175045835,1
martes,7000000096166835,7000000096166942,159.94,179.94,355748175045868,1
miércoles,7000000096167064,7000000096167155,108.26,128.26,355748175045876,1
jueves,7000000096167270,7000000096167411,119.95,139.95,355748175045892,1
viernes,7000000096167536,7000000096167643,119.95,139.95,355748175045942,1
sábado,7000000096167734,7000000096167866,119.95,139.95,355748175047518,1
domingo,7000000096167940,7000000096168070,159.94,179.94,355748175050306,1
lunes,7000000096168237,7000000096168351,159.94,179.94,355748175052898,1
martes,7000000096170407,7000000096170506,153.78,173.78,355748175052906,1
miércoles,7000000096170662,7000000096170712,147.63,167.63,355748176870934,1
jueves,7000000096170779,7000000096170902,110.72,130.72,355748176874571,1
viernes,7000000096171009,7000000096171066,147.63,167.63,355748176886237,1
sábado,7000000096171157,7000000096171249,103.75,123.75,355748176886245,1
domingo,7000000096171348,7000000096171488,110.72,130.72,355748176886286,1
lunes,7000000096171595,7000000096171769,265.74,285.74,355748176886294,1
martes,7000000096171959,7000000096172106,81.20,101.20,355748176886302,1
miércoles,7000000096172213,7000000096172338,206.68,226.68,355748176888886,1
jueves,7000000096172536,7000000096172692,108.26,128.26,355748176890346,1
viernes,7000000096172809,7000000096172874,108.26,128.26,355748176890395,1
sábado,7000000096172940,7000000096173096,147.63,167.63,355748176890411,1
domingo,7000000096173195,7000000096173302,147.63,167.63,355748176890445,1
lunes,7000000096173450,7000000096173526,108.26,128.26,355748176890536,1
martes,7000000096173625,7000000096173740,110.72,130.72,355748176895378,1
miércoles,7000000096173807,7000000096173898,147.63,167.63,355748176895527,1
jueves,7000000096173989,7000000096174128,108.26,128.26,355748176896244,1
viernes,7000000096174292,7000000096174425,265.74,285.74,355748176896285,1
sábado,7000000096174557,7000000096174672,108.26,128.26,355748176898638,1
domingo,7000000096174813,7000000096175000,66.43,86.43,355748177003097,1
lunes,7000000096175133,7000000096175273,147.63,167.63,355748177012817,1
martes,7000000096175414,7000000096175455,147.63,167.63,355748177012866,1
miércoles,7000000096175562,7000000096175729,147.63,167.63,355748177013591,1
jueves,7000000096175828,7000000096175877,147.63,167.63,355748177017659,1
viernes,7000000096175992,7000000096176081,108.26,128.26,355748177018350,1
sábado,7000000096178350,7000000096178483,81.20,101.20,355748177020182,1
domingo,7000000096178558,7000000096178624,108.26,128.26,355748177020489,1
lunes,7000000096178723,,128.56,,355748177020547,1
martes,7000000096178921,7000000096179069,108.26,128.26,355748177020562,1
miércoles,7000000096179135,7000000096179259,66.43,86.43,355748177020570,1
jueves,7000000096179309,7000000096179390,108.26,128.26,355748177020588,1
viernes,7000000096179515,7000000096179689,206.68,226.68,355748177020612,1
sábado,7000000096179820,7000000096179978,110.72,130.72,355748177020620,1
domingo,7000000096180117,7000000096180265,108.26,128.26,355748177020786,1
lunes,7000000096180422,7000000096180570,110.72,130.72,355748177020810,1
martes,7000000096180729,7000000096180828,147.63,167.63,355748177020836,1
miércoles,7000000096180950,7000000096181065,110.72,130.72,355748177020919,1
jueves,7000000096181164,7000000096181289,110.72,130.72,355748177021008,1
viernes,7000000096181420,7000000096181545,141.48,161.48,355748177021115,1
sábado,7000000096181677,7000000096181834,265.74,285.74,355748177022485,1
domingo,7000000096182261,7000000096182378,108.26,128.26,355748177022667,1
lunes,7000000096182535,7000000096182675,108.26,128.26,355748177022683,1
martes,7000000096182840,7000000096182972,147.63,167.63,355748177022774,1
miércoles,7000000096183103,7000000096183228,206.68,226.68,355748177022790,1
jueves,7000000096183327,7000000096183459,147.63,167.63,355748177022808,1
viernes,7000000096183541,7000000096183632,147.63,167.63,355748177022816,1
sábado,7000000096183756,7000000096183863,265.74,285.74,355748177022832,1
domingo,7000000096300590,7000000096300608,115.34,135.34,357521201735291,1
lunes,7000000096183947,7000000096184044,108.26,128.26,355748177022865,1
martes,7000000096184192,7000000096184333,108.26,128.26,355748177023038,1
miércoles,7000000096186361,7000000096186452,108.26,128.26,355748177023129,1
jueves,7000000096186601,7000000096186700,265.74,285.74,355748177023178,1
viernes,7000000096186858,7000000096187039,81.20,101.20,355748177023988,1
sábado,7000000096187161,7000000096187237,108.26,128.26,355748177024135,1
domingo,7000000096187377,7000000096187484,147.63,167.63,355748177024143,1
lunes,7000000096187591,7000000096187724,108.26,128.26,355748177024168,1
martes,7000000096187831,7000000096187930,108.26,128.26,355748177024184,1
miércoles,7000000096188078,7000000096188136,147.63,167.63,355748177024200,1
jueves,7000000096188284,7000000096188417,147.63,167.63,355748177024218,1
viernes,7000000096188573,7000000096188664,108.26,128.26,355748177024234,1
sábado,7000000096188748,7000000096188847,147.63,167.63,355748177024267,1
domingo,7000000096188920,7000000096189050,147.63,167.63,355748177024291,1
lunes,7000000096189175,7000000096189274,147.63,167.63,355748177024333,1
martes,7000000096189415,7000000096189506,106.11,126.11,355748177024382,1
miércoles,7000000096189647,7000000096189746,108.26,128.26,355748177024390,1
jueves,7000000096189845,7000000096189902,265.74,285.74,355748177024424,1
viernes,7000000096189985,7000000096190082,110.72,130.72,355748177024457,1
sábado,7000000096190165,7000000096190249,108.26,128.26,355748177024465,1
domingo,7000000096190355,7000000096190462,265.74,285.74,355748177024754,1
lunes,7000000096190546,7000000096190686,108.26,128.26,355748177024770,1
martes,7000000096190793,7000000096190892,108.26,128.26,355748177024820,1
miércoles,7000000096191254,7000000096191353,147.63,167.63,355748177024861,1
